                             0         5        10       1560.795717598.79036827      0.75       120        539340.37098
                             0         5        10       1570.8240079410.3641488      0.75       120        539324.69004
                             0         5        10       1580.8522982812.5408038      0.75       120        539306.99174
                             0         5        10       1590.88058862 15.748823      0.75       120        539287.42054
                             0         5        10       1600.9088789720.9488296      0.75       120        539266.13033
                             0         5        10       1610.9371693130.8315789      0.75       120        539243.28073
                             0         5        10       1620.96545966 56.903303      0.75       120        53 9219.0339
                             0         5        10       163   0.99375       319      0.75       120        539193.55159
                             0         5        10       164      -0.6      0.250.36111111       120        539394.91925
                             0         5        10       165      -0.6      0.250.39781746       120        539404.50323
                             0         5        10       166      -0.6      0.250.43452381       120        539411.97708
                             0         5        10       167      -0.6      0.250.47123016       120        539417.78433
                             0         5        10       168      -0.6      0.250.50793651       120        539422.27787
                             0         5        10       169      -0.6      0.250.54464286       120        539425.73677
                             0         5        10       170      -0.6      0.250.58134921       120        539428.38116
                             0         5        10       171      -0.6      0.250.61805556       120        539430.38455
                             0         5        10       172      -0.6      0.25 0.6547619       120        539431.88379
                             0         5        10       173      -0.6      0.250.69146825       120        539432.98695
                             0         5        10       174      -0.6      0.25 0.7281746       120        539433.77953
                             0         5        10       175      -0.6      0.250.76488095       120        539434.32929
                             0         5        10       176      -0.6      0.25 0.8015873       120        539434.68998
                             0         5        10       177      -0.6      0.250.83829365       120        539434.90436
                             0         5        10       178      -0.6      0.25     0.875       120        539435.00643
                             0         5        10       179      -0.6      0.25     0.875         0        539407.40453
                             0         5        10       180      -0.6      0.25     0.8756.42857143        539405.55682
                             0         5        10       181      -0.6      0.25     0.87512.8571429        539403.58549
                             0         5        10       182      -0.6      0.25     0.87519.2857143        539401.68905
                             0         5        10       183      -0.6      0.25     0.87525.7142857        539400.02079
                             0         5        10       184      -0.6      0.25     0.87532.1428571        539398.69811
                             0         5        10       185      -0.6      0.25     0.87538.5714286        53 9397.8105
                             0         5        10       186      -0.6      0.25     0.875        45        539397.42618
                             0         5        10       187      -0.6      0.25     0.87551.4285714        539397.59723
                             0         5        10       188      -0.6      0.25     0.87557.8571429        539398.36339
                             0         5        10       189      -0.6      0.25     0.87564.2857143        539399.75425
                             0         5        10       190      -0.6      0.25     0.87570.7142857        539401.79006
                             0         5        10       191      -0.6      0.25     0.87577.1428571        539404.48057
                             0         5        10       192      -0.6      0.25     0.87583.5714286        539407.82165
                             0         5        10       193      -0.6      0.25     0.875        90        539411.78858
                             0         6        10       1940.729706796.39937197     0.875       120        53 9363.2473
                             0         6        10       1950.748790236.96147391     0.875       120        539357.56575
                             0         6        10       1960.767873687.61599829     0.875       120        539350.71527
                             0         6        10       1970.78695712 8.3877815     0.875       120        539342.71971
                             0         6        10       1980.806040569.31143442     0.875       120        539333.60905
                             0         6        10       1990.8251240110.4366756     0.875       120        539323.41869
                             0         6        10       2000.8442074511.8375845     0.875       120        539312.18868
                             0         6        10       201 0.863290913.6296035     0.875       120        539299.96305
                             0         6        10       2020.8823743416.0030925     0.875       120        539286.78914
                             0         6        10       2030.9014577819.2958696     0.875       120        539272.71687
                             0         6        10       2040.9205412324.1702851     0.875       120        539257.79817
                             0         6        10       2050.9396246732.1261126     0.875       120        539242.08641
                             0         6        10       2060.9587081147.4356647     0.875       120        539225.63581
                             0         6        10       2070.9777915689.0558382     0.875       120        53  9208.501
                             0         6        10       208  0.996875       639     0.875       120        539190.73656
                             0         6        10       209      -0.6      0.250.53240741       120        539424.68411
                             0         6        10       210      -0.6      0.250.56134259       120        539427.02945
                             0         6        10       211      -0.6      0.250.59027778       120        53 9428.9217
                             0         6        10       212      -0.6      0.250.61921296       120        539430.43889
                             0         6        10       213      -0.6      0.250.64814815       120        539431.64572
                             0         6        10       214      -0.6      0.250.67708333       120        539432.59593
                             0         6        10       215      -0.6      0.250.70601852       120        539433.33416
                             0         6        10       216      -0.6      0.25 0.7349537       120        539433.89758
                             0         6        10       217      -0.6      0.250.76388889       120        539434.31713
                             0         6        10       218      -0.6      0.250.79282407       120        539434.61861
                             0         6        10       219      -0.6      0.250.82175926       120        539434.82355
                             0         6        10       220      -0.6      0.250.85069444       120        539434.94993
                             0         6        10       221      -0.6      0.250.87962963       120        539435.01275
                             0         6        10       222      -0.6      0.250.90856481       120        539435.02456
                             0         6        10       223      -0.6      0.25    0.9375       120        539434.99581
                             0         6        10       224      -0.6      0.250.90856481         0        539406.25185
                             0         7        10       2250.8187628610.03526570.90856481       120        539326.68368
                             0         7        10       2260.8315967610.87625630.90856481       120        539319.59489
                             0         7        10       2270.8444306711.85600410.90856481       120        539312.02616
                             0         7        10       2280.8572645713.01193790.90856481       120        539303.99106
                             0         7        10       2290.8700984714.39627760.90856481       120        539295.50389
                             0         7        10       2300.8829323716.08414250.90856481       120        539286.57963
                             0         7        10       2310.8957662818.18764820.90856481       120        539277.23377
                             0         7        10       2320.9086001820.88188120.90856481       120        53 9267.4823
                             0         7        10       2330.9214340824.45633110.90856481       120        539257.34156
                             0         7        10       2340.9342679929.42657410.90856481       120        53 9246.8282
                             0         7        10       2350.9471018936.80853320.90856481       120        539235.95909
                             0         7        10       2360.9599357948.91986790.90856481       120        539224.75121
                             0         7        10       2370.9727696972.44757790.90856481       120        539213.22167
                             0         7        10       238 0.9856036137.9235920.90856481       120        539201.38754
                             0         7        10       239 0.9984375      12790.90856481       120        539189.26589
                             0         7        10       240      -0.6      0.250.66743827       120        539432.30478
                             0         7        10       241      -0.6      0.250.68896054       120        539432.92233
                             0         7        10       242      -0.6      0.25 0.7104828       120        539433.43165
                             0         7        10       243      -0.6      0.250.73200507       120        539433.84722
                             0         7        10       244      -0.6      0.250.75352734       120        53 9434.1817
                             0         7        10       245      -0.6      0.25 0.7750496       120        539434.44614
                             0         7        10       246      -0.6      0.250.79657187       120        539434.65018
                             0         7        10       247      -0.6      0.250.81809414       120        539434.80228
                             0         7        10       248      -0.6      0.25 0.8396164       120        539434.90981
                             0         7        10       249      -0.6      0.250.86113867       120        539434.97923
                             0         7        10       250      -0.6      0.250.88266093       120        539435.01618
                             0         7        10       251      -0.6      0.25 0.9041832       120        539435.02561
                             0         7        10       252      -0.6      0.250.92570547       120        539435.01183
                             0         7        10       253      -0.6      0.250.94722773       120        539434.97861
                             0         7        10       254      -0.6      0.25   0.96875       120        539434.92926
                             0         7        10       255      -0.6      0.25 0.9041832         0        539406.39734
                             0         7        10       256      -0.6      0.25 0.90418326.42857143        539404.51873
                             0         7        10       257      -0.6      0.25 0.904183212.8571429        539402.54877
                             0         7        10       258      -0.6      0.25 0.904183219.2857143        539400.67435
                             0         7        10       259      -0.6      0.25 0.904183225.7142857        539399.04046
                             0         7        10       260      -0.6      0.25 0.904183232.1428571        539397.75884
                             0         7        10       261      -0.6      0.25 0.904183238.5714286        53 9396.9153
                             0         7        10       262      -0.6      0.25 0.9041832        45        539396.57586
                             0         7        10       263      -0.6      0.25 0.904183251.4285714        539396.79154
                             0         7        10       264      -0.6      0.25 0.904183257.8571429        539397.60179
                             0         7        10       265      -0.6      0.25 0.904183264.2857143        539399.03663
                             0         7        10       266      -0.6      0.25 0.904183270.7142857        539401.11725
                             0         7        10       267      -0.6      0.25 0.904183277.1428571        539403.85494
                             0         7        10       268      -0.6      0.25 0.904183283.5714286        539407.24771
                             0         7        10       269      -0.6      0.25 0.9041832        90        539411.27375
                             0         8        10       2700.8786544115.4818511 0.9041832       120        539289.57966
                             0         8        10       2710.8872661516.7408997 0.9041832       120        539283.44347
                             0         8        10       2720.8958778818.2082152 0.9041832       120        53 9277.1208
                             0         8        10       2730.9044896219.9401331 0.9041832       120        539270.61648
                             0         8        10       2740.9131013622.0153204 0.9041832       120        539263.93544
                             0         8        10       275 0.921713124.5470586 0.9041832       120        539257.08264
                             0         8        10       2760.9303248427.7046343 0.9041832       120        539250.06313
                             0         8        10       2770.9389365831.7528322 0.9041832       120        539242.88197
                             0         8        10       2780.9475483237.1303305 0.9041832       120        539235.54427
                             0         8        10       2790.9561600644.6204962 0.9041832       120        539228.05516
                             0         8        10       2800.9647717955.7726907 0.9041832       120        539220.41978
                             0         8        10       2810.9733835374.1414545 0.9041832       120        539212.64327
                             0         8        10       2820.98199527110.081936 0.9041832       120        539204.73079
                             0         8        10       2830.99060701211.924772 0.9041832       120        539196.68747
                             0         8        10       2840.99921875      2559 0.9041832       120        539188.51842
                             0         8        10       285      -0.6      0.250.76787551       120        539434.36515
                             0         8        10       286      -0.6      0.250.78333976       120        53 9434.5314
                             0         8        10       287      -0.6      0.250.79880401       120        539434.66824
                             0         8        10       288      -0.6      0.250.81426826       120        53 9434.7787
                             0         8        10       289      -0.6      0.250.82973251       120        539434.86553
                             0         8        10       290      -0.6      0.250.84519676       120        539434.93123
                             0         8        10       291      -0.6      0.250.86066101       120        539434.97806
                             0         8        10       292      -0.6      0.250.87612526       120        539435.00808
                             0         8        10       293      -0.6      0.250.89158951       120        539435.02317
                             0         8        10       294      -0.6      0.250.90705376       120        539435.02503
                             0         8        10       295      -0.6      0.25  0.922518       120        539435.01518
                             0         8        10       296      -0.6      0.250.93798225       120        539434.99504
                             0         8        10       297      -0.6      0.25 0.9534465       120        539434.96587
                             0         8        10       298      -0.6      0.250.96891075       120        539434.92883
                             0         8        10       299      -0.6      0.25  0.984375       120        539434.88496
                             0         8        10       300      -0.6      0.25 0.9041832         0        539406.39734
                             0         9        10       3010.9188425223.6434466 0.9041832       120        539259.38568
                             0         9        10       3020.9246115825.5292741 0.9041832       120        539254.73843
                             0         9        10       3030.9303806427.7276426 0.9041832       120        539250.01711
                             0         9        10       304 0.936149730.3232691 0.9041832       120        539245.22327
                             0         9        10       3050.9419187733.4345296 0.9041832       120        539240.35843
                             0         9        10       3060.9476878337.2320185 0.9041832       120        539235.42414
                             0         9        10       3070.9534568941.9709118 0.9041832       120        539230.42194
                             0         9        10       3080.9592259548.0508033 0.9041832       120        539225.35336
                             0         9        10       3090.9649950156.1347098 0.9041832       120        539220.21997
                             0         9        10       3100.97076407 67.408975 0.9041832       120        539215.02331
                             0         9        10       3110.97653313 84.226538 0.9041832       120        539209.76492
                             0         9        10       3120.98230219112.008346 0.9041832       120        539204.44635
                             0         9        10       3130.98807125166.662203 0.9041832       120        539199.06915
                             0         9        10       3140.99384031323.691876 0.9041832       120        539193.63484
                             0         9        10       3150.99960938      5119 0.9041832       120        539188.14498
                             0         9        10       316      -0.6      0.25         0       120        539073.62791
                             0         9        10       317      -0.6      0.25 0.9041832         0        539406.39734
                             0         9        10       318      -0.6      0.25 0.90418326.42857143        539404.51873
                             0         9        10       319      -0.6      0.25 0.904183212.8571429        539402.54877
                             0         9        10       320      -0.6      0.25 0.904183219.2857143        539400.67435
                             0         9        10       321      -0.6      0.25 0.904183225.7142857        539399.04046
                             0         9        10       322      -0.6      0.25 0.904183232.1428571        539397.75884
                             0         9        10       323      -0.6      0.25 0.904183238.5714286        53 9396.9153
                             0         9        10       324      -0.6      0.25 0.9041832        45        539396.57586
                             0         9        10       325      -0.6      0.25 0.904183251.4285714        539396.79154
                             0         9        10       326      -0.6      0.25 0.904183257.8571429        539397.60179
                             0         9        10       327      -0.6      0.25 0.904183264.2857143        539399.03663
                             0         9        10       328      -0.6      0.25 0.904183270.7142857        539401.11725
                             0         9        10       329      -0.6      0.25 0.904183277.1428571        539403.85494
                             0         9        10       330      -0.6      0.25 0.904183283.5714286        539407.24771
                             0         9        10       331      -0.6      0.25 0.9041832        90        539411.27375
                             0        10        10       3320.9457648135.8764237 0.9041832       120        539237.07653
                             0        10        10       333 0.949624838.7020735 0.9041832       120        539233.75214
                             0        10        10       3340.9534847941.9966876 0.9041832       120        539230.39758
                             0        10        10       3350.9573447845.8875795 0.9041832       120        539227.01331
                             0        10        10       3360.9612047750.5527322 0.9041832       120        53 9223.5998
                             0        10        10       3370.9650647656.2487895 0.9041832       120        539220.15751
                             0        10        10       3380.9689247663.3599111 0.9041832       120        539216.68691
                             0        10        10       3390.9727847572.4882006 0.9041832       120        539213.18844
                             0        10        10       3400.9766447484.6338077 0.9041832       120        539209.66259
                             0        10        10       3410.98050473101.588986 0.9041832       120        539206.10981
                             0        10        10       3420.98436472126.915852 0.9041832       120        539202.53057
                             0        10        10       3430.98822471168.847238 0.9041832       120        539198.92532
                             0        10        10       344 0.9920847251.675339 0.9041832       120        539195.29453
                             0        10        10       345 0.9959447492.181269 0.9041832       120        539191.63866
                             0        10        10       3460.99980469     10239 0.9041832       120        539187.95816
                             0        10        10       347      -0.6      0.25         0       120        539073.62791
                             0        10        10       348      -0.6      0.250.03571429       120        539120.68818
                             0        10        10       349      -0.6      0.250.07142857       120        539169.43751
                             0        10        10       350      -0.6      0.250.10714286       120        539215.89822
                             0        10        10       351      -0.6      0.250.14285714       120        539257.49804
                             0        10        10       352      -0.6      0.250.17857143       120        539293.12381
                             0        10        10       353      -0.6      0.250.21428571       120        539322.71592
                             0        10        10       354      -0.6      0.25      0.25       120        539346.80104
                             0        10        10       355      -0.6      0.250.28571429       120        539366.14445
                             0        10        10       356      -0.6      0.250.32142857       120        539381.54491
                             0        10        10       357      -0.6      0.250.35714286       120        539393.73465
                             0        10        10       358      -0.6      0.250.39285714       120        539403.34242
                             0        10        10       359      -0.6      0.250.42857143       120        53 9410.8888
                             0        10        10       360      -0.6      0.250.46428571       120        539416.79603
                             0        10        10       361      -0.6      0.25       0.5       120        539421.40255
                             0        10        10       362      -0.6      0.25 0.9041832         0        539406.39734
